epochs,test loss,train loss,test acc,train acc
1.0,1.5359452962875366,1.5310659408569336,0.9349439775910364,0.9391053391053391
2.0,1.514952540397644,1.5070991516113281,0.9525210084033613,0.9602813852813853
3.0,1.5090779066085815,1.4990419149398804,0.9563025210084034,0.9665584415584415
4.0,1.5039907693862915,1.4926044940948486,0.9602941176470589,0.9722943722943723
5.0,1.4975998401641846,1.4844372272491455,0.9669467787114846,0.9796536796536797
