epochs,test loss,train loss,test acc,train acc
1.0,1.793358325958252,1.7901512384414673,0.6681372549019607,0.672005772005772
2.0,1.703145980834961,1.6950132846832275,0.7593837535014005,0.7689033189033189
3.0,1.614591121673584,1.60787832736969,0.8499299719887955,0.8563492063492063
4.0,1.548156976699829,1.539191484451294,0.9173669467787114,0.9269119769119769
5.0,1.5276743173599243,1.5182831287384033,0.9369047619047619,0.9461760461760462
